open
2013/4/10 11:51:28 0
2013/4/10 11:51:29 0
2013/4/10 11:51:29 0
2013/4/10 11:51:30 0
2013/4/10 11:51:30 0
2013/4/10 11:51:31 0
2013/4/10 11:51:31 0
2013/4/10 11:51:32 0
2013/4/10 11:51:32 0
2013/4/10 11:51:33 0
2013/4/10 11:51:33 0
2013/4/10 11:51:34 0
2013/4/10 11:51:34 0
2013/4/10 11:51:34 0
2013/4/10 11:51:35 0
2013/4/10 11:51:36 0
2013/4/10 11:51:36 0
2013/4/10 11:51:37 0
2013/4/10 11:51:37 0
2013/4/10 11:51:38 0
2013/4/10 11:51:38 0
2013/4/10 11:51:39 0
2013/4/10 11:51:39 0
2013/4/10 11:51:40 0
2013/4/10 11:51:40 0
2013/4/10 11:51:41 0
2013/4/10 11:51:41 0
2013/4/10 11:51:42 0
2013/4/10 11:51:42 0
2013/4/10 11:51:43 0
2013/4/10 11:51:43 0
2013/4/10 11:51:44 0
2013/4/10 11:51:44 1
2013/4/10 11:51:45 2
2013/4/10 11:51:45 3
2013/4/10 11:51:46 1
2013/4/10 11:51:46 0
2013/4/10 11:51:47 0
2013/4/10 11:51:47 0
2013/4/10 11:51:48 0
2013/4/10 11:51:48 0
2013/4/10 11:51:49 0
2013/4/10 11:51:49 0
2013/4/10 11:51:50 0
2013/4/10 11:51:50 0
2013/4/10 11:51:51 0
2013/4/10 11:51:51 0
2013/4/10 11:51:52 0
2013/4/10 11:51:52 0
2013/4/10 11:51:53 0
2013/4/10 11:51:53 0
2013/4/10 11:51:54 0
2013/4/10 11:51:54 2
2013/4/10 11:51:55 2
2013/4/10 11:51:55 0
2013/4/10 11:51:56 0
2013/4/10 11:51:56 0
2013/4/10 11:51:57 0
2013/4/10 11:51:57 0
2013/4/10 11:51:58 0
2013/4/10 11:51:58 0
2013/4/10 11:51:59 0
2013/4/10 11:52:0 0
2013/4/10 11:52:0 0
2013/4/10 11:52:1 0
2013/4/10 11:52:1 0
2013/4/10 11:52:2 0
2013/4/10 11:52:2 0
2013/4/10 11:52:2 2
2013/4/10 11:52:3 0
2013/4/10 11:52:3 0
2013/4/10 11:52:4 0
2013/4/10 11:52:4 0
2013/4/10 11:52:5 0
2013/4/10 11:52:5 0
2013/4/10 11:52:6 0
2013/4/10 11:52:6 0
2013/4/10 11:52:7 0
2013/4/10 11:52:7 0
2013/4/10 11:52:8 0
2013/4/10 11:52:8 0
2013/4/10 11:52:9 0
